STATE,DISTRICT,Rainfall (mm)_C,Rainfall (mm)_NC,Rainfall (mm)_PQ,Rainfall (mm)_Total,Total Geographical Area (ha)_Recharge Worthy Area (ha)_C,Total Geographical Area (ha)_Recharge Worthy Area (ha)_NC,Total Geographical Area (ha)_Recharge Worthy Area (ha)_PQ,Total Geographical Area (ha)_Recharge Worthy Area (ha)_Total,Total Geographical Area (ha)_Hilly Area_Total,Total Geographical Area (ha)_Total_Total,Ground Water Recharge (ham)_Rainfall Recharge_C,Ground Water Recharge (ham)_Rainfall Recharge_NC,Ground Water Recharge (ham)_Rainfall Recharge_PQ,Ground Water Recharge (ham)_Rainfall Recharge_Total,Ground Water Recharge (ham)_Canals_C,Ground Water Recharge (ham)_Canals_NC,Ground Water Recharge (ham)_Canals_PQ,Ground Water Recharge (ham)_Canals_Total,Ground Water Recharge (ham)_Surface Water Irrigation_C,Ground Water Recharge (ham)_Surface Water Irrigation_NC,Ground Water Recharge (ham)_Surface Water Irrigation_PQ,Ground Water Recharge (ham)_Surface Water Irrigation_Total,Ground Water Recharge (ham)_Ground Water Irrigation_C,Ground Water Recharge (ham)_Ground Water Irrigation_NC,Ground Water Recharge (ham)_Ground Water Irrigation_PQ,Ground Water Recharge (ham)_Ground Water Irrigation_Total,Ground Water Recharge (ham)_Tanks and Ponds_C,Ground Water Recharge (ham)_Tanks and Ponds_NC,Ground Water Recharge (ham)_Tanks and Ponds_PQ,Ground Water Recharge (ham)_Tanks and Ponds_Total,Ground Water Recharge (ham)_Water Conservation Structure_C,Ground Water Recharge (ham)_Water Conservation Structure_NC,Ground Water Recharge (ham)_Water Conservation Structure_PQ,Ground Water Recharge (ham)_Water Conservation Structure_Total,Ground Water Recharge (ham)_Pipelines_C,Ground Water Recharge (ham)_Pipelines_NC,Ground Water Recharge (ham)_Pipelines_PQ,Ground Water Recharge (ham)_Pipelines_Total,Ground Water Recharge (ham)_Sewages and Flash Flood Channels_C,Ground Water Recharge (ham)_Sewages and Flash Flood Channels_NC,Ground Water Recharge (ham)_Sewages and Flash Flood Channels_PQ,Ground Water Recharge (ham)_Sewages and Flash Flood Channels_Total,Ground Water Recharge (ham)_C_Total,Ground Water Recharge (ham)_NC_Total,Ground Water Recharge (ham)_PQ_Total,Ground Water Recharge (ham)_Total_Total,Inflows and Outflows (ham)_Base Flow_C,Inflows and Outflows (ham)_Base Flow_NC,Inflows and Outflows (ham)_Base Flow_PQ,Inflows and Outflows (ham)_Base Flow_Total,Inflows and Outflows (ham)_Stream Recharges_C,Inflows and Outflows (ham)_Stream Recharges_NC,Inflows and Outflows (ham)_Stream Recharges_PQ,Inflows and Outflows (ham)_Stream Recharges_Total,Inflows and Outflows (ham)_Lateral Flows_C,Inflows and Outflows (ham)_Lateral Flows_NC,Inflows and Outflows (ham)_Lateral Flows_PQ,Inflows and Outflows (ham)_Lateral Flows_Total,Inflows and Outflows (ham)_Vertical Flows_C,Inflows and Outflows (ham)_Vertical Flows_NC,Inflows and Outflows (ham)_Vertical Flows_PQ,Inflows and Outflows (ham)_Vertical Flows_Total,Inflows and Outflows (ham)_Evaporation_C,Inflows and Outflows (ham)_Evaporation_NC,Inflows and Outflows (ham)_Evaporation_PQ,Inflows and Outflows (ham)_Evaporation_Total,Inflows and Outflows (ham)_Transpiration_C,Inflows and Outflows (ham)_Transpiration_NC,Inflows and Outflows (ham)_Transpiration_PQ,Inflows and Outflows (ham)_Transpiration_Total,Inflows and Outflows (ham)_Evapotranspiration_C,Inflows and Outflows (ham)_Evapotranspiration_NC,Inflows and Outflows (ham)_Evapotranspiration_PQ,Inflows and Outflows (ham)_Evapotranspiration_Total,Inflows and Outflows (ham)_C_Total,Inflows and Outflows (ham)_NC_Total,Inflows and Outflows (ham)_PQ_Total,Inflows and Outflows (ham)_Total_Total,Annual Ground water Recharge (ham)_Total_C,Annual Ground water Recharge (ham)_Total_NC,Annual Ground water Recharge (ham)_Total_PQ,Annual Ground water Recharge (ham)_Total_Total,Environmental Flows (ham)_Total_C,Environmental Flows (ham)_Total_NC,Environmental Flows (ham)_Total_PQ,Environmental Flows (ham)_Total_Total,Annual Extractable Ground water Resource (ham)_Total_C,Annual Extractable Ground water Resource (ham)_Total_NC,Annual Extractable Ground water Resource (ham)_Total_PQ,Annual Extractable Ground water Resource (ham)_Total_Total,Ground Water Extraction for all uses (ha.m)_Domestic_C,Ground Water Extraction for all uses (ha.m)_Domestic_NC,Ground Water Extraction for all uses (ha.m)_Domestic_PQ,Ground Water Extraction for all uses (ha.m)_Domestic_Total,Ground Water Extraction for all uses (ha.m)_Industrial_C,Ground Water Extraction for all uses (ha.m)_Industrial_NC,Ground Water Extraction for all uses (ha.m)_Industrial_PQ,Ground Water Extraction for all uses (ha.m)_Industrial_Total,Ground Water Extraction for all uses (ha.m)_Irrigation_C,Ground Water Extraction for all uses (ha.m)_Irrigation_NC,Ground Water Extraction for all uses (ha.m)_Irrigation_PQ,Ground Water Extraction for all uses (ha.m)_Irrigation_Total,Ground Water Extraction for all uses (ha.m)_C_Total,Ground Water Extraction for all uses (ha.m)_NC_Total,Ground Water Extraction for all uses (ha.m)_PQ_Total,Ground Water Extraction for all uses (ha.m)_Total_Total,Stage of Ground Water Extraction (%)_Total_C,Stage of Ground Water Extraction (%)_Total_NC,Stage of Ground Water Extraction (%)_Total_PQ,Stage of Ground Water Extraction (%)_Total_Total,Allocation of Ground Water Resource for Domestic Utilisation for projected year 2025 (ham)_Total_C,Allocation of Ground Water Resource for Domestic Utilisation for projected year 2025 (ham)_Total_NC,Allocation of Ground Water Resource for Domestic Utilisation for projected year 2025 (ham)_Total_PQ,Allocation of Ground Water Resource for Domestic Utilisation for projected year 2025 (ham)_Total_Total,Net Annual Ground Water Availability for Future Use (ham)_Total_C,Net Annual Ground Water Availability for Future Use (ham)_Total_NC,Net Annual Ground Water Availability for Future Use (ham)_Total_PQ,Net Annual Ground Water Availability for Future Use (ham)_Total_Total,Quality Tagging_Major Parameter Present_C,Quality Tagging_Major Parameter Present_NC,Quality Tagging_Major Parameter Present_PQ,Quality Tagging_Other Parameters Present_C,Quality Tagging_Other Parameters Present_NC,Quality Tagging_Other Parameters Present_PQ,Additional Potential Resources Under Specific Conditions(ham)_Other Parameters Present_Waterlogged and shallow water Table,Additional Potential Resources Under Specific Conditions(ham)_Other Parameters Present_Flood Prone,Additional Potential Resources Under Specific Conditions(ham)_Other Parameters Present_Spring Discharge,Coastal Areas_Other Parameters Present_C,Coastal Areas_Other Parameters Present_NC,Coastal Areas_Other Parameters Present_PQ,Coastal Areas_Other Parameters Present_Total,In-Storage Unconfined Ground Water Resources(ham)_Other Parameters Present_Fresh,In-Storage Unconfined Ground Water Resources(ham)_Other Parameters Present_Saline,Total Ground Water Availability in Unconfined Aquifier (ham)_Other Parameters Present_Fresh,Total Ground Water Availability in Unconfined Aquifier (ham)_Other Parameters Present_Saline,Dynamic Confined Ground Water Resources(ham)_Other Parameters Present_Fresh,Dynamic Confined Ground Water Resources(ham)_Other Parameters Present_Saline,In-Storage Confined Ground Water Resources(ham)_Other Parameters Present_Fresh,In-Storage Confined Ground Water Resources(ham)_Other Parameters Present_Saline,Total Confined Ground Water Resources (ham)_Other Parameters Present_Fresh,Total Confined Ground Water Resources (ham)_Other Parameters Present_Saline,Dynamic Semi Confined Ground Water Resources (ham)_Other Parameters Present_Fresh,Dynamic Semi Confined Ground Water Resources (ham)_Other Parameters Present_Saline,In-Storage Semi Confined Ground Water Resources (ham)_Other Parameters Present_Fresh,In-Storage Semi Confined Ground Water Resources (ham)_Other Parameters Present_Saline,Total Semi-Confined Ground Water Resources (ham)_Other Parameters Present_Fresh,Total Semi-Confined Ground Water Resources (ham)_Other Parameters Present_Saline,Total Ground Water Availability in the area (ham)_Other Parameters Present_Fresh,Total Ground Water Availability in the area (ham)_Other Parameters Present_Saline,Year,Latitude,Longitude
WEST BENGAL,,1404.0327869425105,1852.4326774202575,0.0,1728.6090599751765,2003938.0,5252881.0,0.0,7256819.0,1648069.4699,8904888.4699,504952.817,1658192.928,,2163145.746,,,,,0.0,166218.884,0.0,166218.884,0.0,367573.232,0.0,367573.232,,,,,,,,,,,,,,,,,504952.817,2191985.0479999995,0.0,2696937.865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504952.817,2191985.0479999995,0.0,2696937.865,49732.002,212329.28800000003,0.0,262061.287,455220.815,1979655.76,0.0,2434876.5749999997,0.0,175083.13722,0.0,175083.13722,0.0,0.0,0.0,0.0,0.0,1088887.2,0.0,1070716.9,0.0,1245800.039,0.0,1245800.039,,,,,0.0,204019.258,,204019.258,455220.815,924334.501,0.0,1379555.316,,,,,,,,0.0,0.0,,,,,0.0,0.0,2434876.575,0.0,0.0,,0.0,,0.0,,,,,,,,2434876.575,0.0,2012,,
,,1404.0327869425105,1852.4326774202575,0.0,1728.6090599751765,2003938.0,5252881.0,0.0,7256819.0,1648069.4699,8904888.4699,504952.817,1658192.928,,2163145.746,,,,,0.0,166218.884,0.0,166218.884,0.0,367573.232,0.0,367573.232,,,,,,,,,,,,,,,,,504952.817,2191985.0479999995,0.0,2696937.865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504952.817,2191985.0479999995,0.0,2696937.865,49732.002,212329.28800000003,0.0,262061.287,455220.815,1979655.76,0.0,2434876.5749999997,0.0,175083.13722,0.0,175083.13722,0.0,0.0,0.0,0.0,0.0,1088887.2,0.0,1070716.9,0.0,1245800.039,0.0,1245800.039,0.0,62.930134833138865,0.0,51.16481269692286,0.0,204019.258,,204019.258,455220.815,924334.501,0.0,1379555.316,,,,,,,,0.0,0.0,,,,,0.0,0.0,2434876.575,0.0,0.0,,0.0,,0.0,,,,,,,,2434876.575,0.0,2012,,
ANDAMAN AND NICOBAR ISLANDS,N & M ANDAMAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,9886.908999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9898.801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9898.801,,,,989.88,,,,8908.921999999999,,,,229.861,,,,83.037,,,,0.804,,,,313.702,,,,3.521211657257747,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2016,12.382571069234949,92.82291050641372
ANDAMAN AND NICOBAR ISLANDS,NICOBAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,18351.216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18352.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18352.03,,,,1835.203,,,,16516.826,,,,80.20399999999998,,,,28.87899999999999,,,,0.438,,,,109.522,,,,0.6630935023472426,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2016,7.835290749774165,93.51160123757904
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,8579.256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8591.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8591.001,,,,859.098,,,,7731.9,,,,283.184,,,,188.227,,,,13.543,,,,484.952,,,,6.272093534577531,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2016,,
ANDHRA PRADESH,Ananthapuramu,518.0968134237864,557.3444366820745,0.0,551.7720010854596,242803.0,1467300.33,0.0,1710103.33,202896.67,1913000.0,9918.139999999998,67670.67000000003,0.0,77588.81000000001,32.23,,,32.23,3892.76,476.36,0.0,4369.12,2632.0799999999995,13213.810000000003,0.0,15845.890000000009,833.2499999999999,19038.250000000007,0.0,19871.5,1188656.524,7903069.334,0.0,9091725.858,,,,,,,,,1205965.0,8003468.549999998,0.0,9209433.55,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0,1205965.0,8003468.549999998,0.0,9209433.55,120588.23,800271.8499999999,0.0,920860.0799999998,1085376.7700000005,7203196.700000001,0.0,8288573.470000002,1442.448,13096.079999999994,,14538.527999999997,7.199999999999999,605.6639999999999,,612.8639999999999,14196.2501,130216.84855000002,,144413.09865,15645.72,143918.27999999997,,159564.00000000006,1.4415012770173807,1.9979779255507484,,1.9251081091038456,3111.6299999999997,18379.22,0.0,21490.849999999995,1068569.13,7059907.79,0.0,8128476.92,,,,,,,,,,,,,,4520670.490000001,0.0,12809243.960000005,0.0,0.0,,0.0,,0.0,,,,,,,,12809243.960000005,0.0,2016,14.312065561843168,77.46015844785772
ANDHRA PRADESH,Chittoor,1239.6006077446243,928.7035638222208,0.0,941.1785131414072,53098.0,1270194.85,0.0,1323292.85,191807.15,1515100.0,6816.53,111860.82999999996,0.0,118677.35999999994,,,,,1718.2900000000002,1539.4899999999998,0.0,3257.78,1194.53,36055.11,0.0,37249.64000000001,2630.98,60768.59999999999,0.0,63399.57999999999,31358.026000000005,930023.336,0.0,961381.3620000002,,,,,,,,,43718.25,1140247.8399999996,0.0,1183966.09,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0,43718.25,1140247.8399999996,0.0,1183966.09,4279.45,112670.1,0.0,116949.54,39438.8,1027577.74,0.0,1067016.5399999998,249.12,8685.094,,8934.214,144.17999999999995,588.0600000000001,,732.2399999999999,2963.071,94578.52,,97541.591,3356.51,103851.78,,107208.29,8.510679838128949,10.106464548365947,,10.047481550754595,371.5799999999999,13325.16,0.0,13696.740000000002,36005.090000000004,926064.66,0.0,962069.75,,,,,,,,,,,,,,6652520.63,0.0,7719537.170000002,0.0,0.0,,0.0,,0.0,,,,,,,,7719537.170000002,0.0,2016,13.331092630676949,78.92763898886032
ANDHRA PRADESH,East Godavari,1136.2516874437738,1205.7004160219217,1133.569484306072,1170.5054644859947,383585.5798,519727.6623047998,139499.07202999998,1042812.3141348,237478.2633081616,1280290.5774429613,43818.54,55750.169999999984,14224.98,113793.69,23032.930000000004,,0.0,23032.930000000004,115033.81999999998,3885.92,31338.24,150257.97999999995,18163.6,283.34999999999997,26.19,18473.140000000003,20858.41,3938.190000000001,0.0,24796.60000000001,31217.802,7186.266,0.0,38404.066,,,,,,,,,252125.0,71043.91,45589.41,368758.31999999995,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0,252125.0,71043.91,45589.41,368758.31999999995,24066.77000000001,6217.390000000001,4559.03,34843.09000000001,228058.23000000007,64826.52000000002,41030.37999999999,333915.12999999995,0.0,1.46,0.0,1.46,4032.0504000000014,1400.8248000000003,0.0,5432.8752,36689.30999999999,5528.379999999998,321.84,42539.52999999999,40720.86,6930.579999999999,321.84,47973.27999999998,17.85546612371761,10.690964130112178,0.7843943926427199,16.26968969876376,2275.55,1747.2400000000002,0.0,4022.79,187528.16,57680.06999999999,40708.54,245208.23,,,,,,,,,,,,,,6158960.790000001,222715.07,6451845.54,263745.45,0.0,,0.0,,0.0,,,,,,,,6451845.54,263745.45,2016,16.782718320784852,82.24320747205111
ANDHRA PRADESH,Guntur,836.3994332749799,769.8895018585326,917.8430713710188,840.972991702641,653894.4559,182136.2074,207330.3758,1043361.0400000002,95745.4301,1139106.4701,45812.990000000005,8252.330000000002,11921.87,65987.19,6993.6399999999985,,421.9400000000001,7415.580000000002,82162.78000000001,1375.62,21592.08,105130.48,7609.41,999.63,7.790000000000001,8616.829999999998,2509.59,842.9099999999999,393.01999999999987,3745.5199999999986,201258.406,3200.292,102565.422,307024.12,,,,,,,,,346346.81,14670.690000000002,136902.16,497919.66,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0,346346.81,14670.690000000002,136902.16,497919.66,33894.27,1386.5000000000002,13547.039999999995,48827.81999999999,312452.54000000004,13284.19,123355.12000000002,449091.85,8004.30175,1014.408,642.8444999999999,9661.55425,60.4075,134.1375,0.0,194.545,32056.711500000005,7538.487999999999,135.79899999999998,39730.998499999994,40121.4,8687.019999999999,778.6000000000001,49587.02,12.840798157697805,65.39367473666063,0.6311857991788261,14.984008711575145,13406.84,1557.1,0.0,15897.270000000002,271281.49999999994,6527.380000000001,123229.42,277808.87999999995,,,,,,,,,,,,,,2240028.3200000008,689936.6100000002,2565765.05,813291.73,0.0,,0.0,,0.0,,,,,,,,2565765.05,813291.73,2016,15.884925767634854,80.58657614107884
ANDHRA PRADESH,Krishna,1017.9310151418778,941.974724686229,1009.3981896906564,1009.7791204643986,526143.0,61743.0,269381.0,857267.0,15433.0,872700.0,60027.84000000002,5993.240000000001,24845.87,90866.95,12419.54,,0.0,12419.54,84164.20000000003,0.0,37997.52,122161.72000000004,11240.56,15398.05,0.0,26638.609999999997,15850.600000000002,3327.88,0.0,19178.48,245733.83400000003,175.538,0.0,245909.372,,,,,,,,,429436.65999999986,24894.709999999995,62843.39,517174.7599999999,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0,429436.65999999986,24894.709999999995,62843.39,517174.7599999999,40226.56999999999,2412.6599999999994,6167.83,48806.99999999998,389210.08999999985,22482.049999999996,56675.56,468367.6999999999,6022.26,636.516,0.0,6658.775999999999,5972.4000000000015,302.4,0.0,6274.800000000002,41996.21069999999,6138.303999999999,0.0,48134.51469999999,53990.92000000001,7077.159999999999,0.0,61068.080000000016,13.87192197406805,31.47915781701402,0.0,14.833433545755826,6978.68,659.61,0.0,7638.290000000001,337107.41,16278.61,56675.56,353386.01999999996,,,,,,,,,,,,,,3383524.06,5498849.41,3795216.2,5555524.970000001,0.0,,0.0,,0.0,,,,,,,,3795216.2,5555524.970000001,2016,16.143872753151687,81.14805061000406
